id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
169,1895,"chân ái của đời mình, viêm 3-4 cục mụn đỏ tối đắp em này trước khi ngủ, sáng hôm sau mụn không còn viêm nữa",12/4/2024,21:35,5,422205163
170,788,"Hàng chính hãng, có tem đàng hoàng luôn, mấy bạn da dầu hỗn hợp xài cx oki lắm á, chứ ko nhất thiết da nhạy cảm xài mới đc như hãng nói đâu nha!!.Cho 5 sao",17/06/2021,9:42,5,100230064
171,3873,Xài 2 chai là thấy da mặt sáng hơn da cổ cả tông í thâm mụn mới cũng nhanh hết nữa. Mờ ê mê,2/4/2023,9:25,5,422208242
172,2459,Tuyệt,10/1/2020,14:31,5,308500009
173,157,"Dòng Nắp Xám này không sạch bằng Nắp Xanh NHẠT nhé mn. Chắc sạch same nắp hồng. Nhưng được cái nó không cồn như nắp Xanh Nhạt nhé, không tạo bọt nữa nên trượt trên da ko mượt bằng nhưng bù lại nó lành tính. Vẫn tẩy sạch sẽ đc lớp kcn và cushion sương sương nha. Nhưng mất 5 tới 7 miếng Dùng nó ko lên mụn ẩn Với mức giá và công dụng và độ an toàn thì mình chấm 8/10₫ nhé",30/01/2023,11:22,5,422211446
174,2418,"xài 2 chai rồi, da mình nhảy cảm xài dc em này mừng quá chời",13/08/2021,17:20,5,343100028
175,243,Sử dụng rất ok,6/10/2021,22:27,5,422208807
176,1083,"Mình vừa mua đc e này ở store về, chưa xem kỹ bảng thành phần nên mik ko bt ẻm có mùi về ms bt ẻm có mùi và mùi khá dễ chịu do em là brand pháp nên mùi ẻm nó sang mn ạ=))), sạch hơn dòng L'Oréal mik từng xài nma 2 cái đều tốt hết",5/6/2022,22:38,5,422204906
177,2143,"Mình có dư chai Retinol của Viderm, sử dụng được tầm 02 tuần (do còn chai Retinol ZO dang dỡ), nhưng không hợp với da của mình. Muốn bán lại cho bạn nào có nhu cầu. Liên hệ: 0908502702 - Quang. Cảm ơn!",15/04/2023,18:34,5,310100003
178,858,Hasaki giao hàng rất mới. Mình dùng có tác dụng lắm.,8/4/2024,22:06,5,214000001
179,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,100230057
180,1513,da ẩm mịn trắng nhanh. sài hết 1 hũ kem đêm thì da đã trắng hồng. kem ngày có chống nắng hơi khó tán,8/6/2023,20:18,5,422211548
181,273,Dùng hợp cho da dầu,26/06/2021,23:08,5,422208807
182,4390,"Tẩy trang an toàn và nhẹ nhàng cho da mặt, mình dùng thường ngày để tẩy trang kem chống nắng. Mùi khá dễ chịu, rất thích.",22/10/2017,2:34,5,100750038
183,2416,,22/12/2021,21:28,5,308500015
184,3024,,15/01/2022,14:10,5,343700002
185,1670,"Chất kem đặc nhưng mau thấm, không nhờn bóng. Da mình dầu mụn, dùng rất thích.",9/12/2021,11:18,5,318900019
186,545,Không biết mặt nạ có tác dụng thải độc không mà mình đắp một lúc thấy mặt nóng bừng,15/05/2021,20:22,4,365000014
187,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,200400004
188,2305,tạm ổn. nhưng thích evene hơn,26/12/2016,7:44,4,100150058
189,712,Su dung de dang rat thoai mai thu gian tot do,27/04/2023,17:29,5,308500015
190,1149,sao không thấy hàng tặng shop,11/1/2023,15:22,5,422218631
191,262,hài lòng về sp của hasaki,15/07/2021,21:58,4,357100011
192,135,"Đã dùng 2 cái, phục hồi siêu đỉnh",22/10/2024,6:08,5,422217972
193,2052,"Đợt trước mua sài ok, mà lần này em mua có mùi hắc khó chịu, sài bết k bật tone",14/09/2022,9:58,1,422207413
194,815,ee,24/02/2020,23:20,5,422216594
195,441,"mua trực tiếp tại cửa hàng tặng kèm 2 tuýp rửa mặt nữa. bản mới chất kem màu vàng, thấm tốt và finish trên da khá ổn, k bị vón hay bện trắng như bản cũ. mà t thực sự thích bản cũ vì có nâng tông, bản mới thì không nha nên t phải dặm thêm chút phấn phủ chứ k nhìn mặt mũi t xám nghét ah",23/10/2023,13:11,5,204900013
196,1114,"ko hợp với sản phẩm cho lắm, kem hơi khó thấm vào da. Điểm cộng là chất kem mềm mịn, mùi thơm dễ chịu",30/10/2021,1:27,3,223600040
197,2659,Thích vì sản phẩm khá dày Sau khi lau ko bị rã ra,30/06/2022,12:06,5,422203809
198,2596,Bông mềm và không bị rã,20/11/2018,19:16,5,100230069
199,761,"Dùng lâu rồi giờ mới biết đánh giá sp. Thực sự sp này cực hợp với da bóng nhờn, hay nổi mụn như mình nè. Kiềm dầu khá tốt và ko bật tông da",13/02/2022,17:32,5,204100003
200,16,tốt trong tầm giá sẽ không tẩy được mascara lì tui sử dụng hàng ngày để tẩy kem chống nắng da dầu mụn xài em này ok,14/10/2023,16:54,5,205100136
201,1492,,8/8/2020,9:38,4,204900159
202,2214,Hàng đẹp giống hình,15/01/2021,14:47,5,206200079
203,3704,,22/02/2020,19:21,5,422216487
204,2638,"Bông tẩy trang xài okie,giá cả hợp lý",20/11/2023,20:36,5,422203301
205,2260,"Mịn da lắm, có mùi hơi nồng.",23/04/2021,2:03,5,245500001
206,2372,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,19:36,5,422205163
207,2953,Good,13/12/2019,10:37,5,200500283
208,409,Sản phẩm dùng tốt,11/4/2023,15:37,5,100230059
209,246,"giao nhanh , giá rẻ nhưng shop để tặng chai nhỏ mà k thấy chai nhỏ đâu",22/09/2021,18:30,5,422211446
210,2288,"Đã mua đủ màu , rồi đổi sp khác nhưng vẫn phải quay lại với màu Hồng, dùng màu Hồng đi mn ơi, rất mềm mịn da, dùng 2-3 ngày thấy ngay khác biệt",31/05/2022,14:39,5,223600017
211,3007,"Srm khá mà mịn da mùi cx k hăng lắm nhẹ nhẹ, vì lần đầu mìnk sài k bt nên lấy nhìu và bọt quá tr bọt, mìnk nghĩ sẽ có cồn và rửa lại bằng nước sẽ rít da nhưg ngược lại hoàn toàn, rửa xog mới cảm nhận đc là đúng là srm thiên nhiên k có hoá chất hay cồn❤️",20/02/2022,14:03,5,253900007
212,703,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,12:34,5,422205163
213,2319,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",4/5/2023,17:45,5,308500009
214,350,"Từ trc Tới h mk luôn tin dùng xài em này. Tính ra chai này là chai T3 mk xài rồi. Tẩy trang rất nhẹ dịu, khi tẩy xog nó vẫn giữ độ ẩm trên da, kh bị căng rít như nhìu hãng tẩy trang khác",29/09/2019,10:10,5,205100137
215,709,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,27/04/2023,19:27,5,100230056
216,189,"mình xài hết 1 tuýp này rồi, theo cảm nhận xài rất thích ạ, chất kem thấm nhanh. Mình sẽ mua lại",16/11/2022,9:16,5,422203617
217,2426,,13/06/2021,15:25,5,422205164
218,1734,mùi dễ chịu và giảm mụn,20/11/2023,10:08,5,422206042
219,2927,"mặt nạ nhiều tinh chất, tiếc tinh chất nên tui thoa tinh chất dư lên mặt trước r mới đắp mặt nạ lên. dùng thường thì thấy cấp ẩm cho da tốt nha, da tui bị mụn nội tiết, trộm vía đắp em này dịu dịu",29/04/2024,23:25,5,422207148
220,1478,"srm lm sạch tốt kiềm dầu tốt, nhưng hơi khô da tý",13/08/2021,20:06,5,204900004
221,815,ee,24/02/2020,23:20,5,100230064
222,749,Này đúng chuẩn tẩy trang quốc dân luôn í,21/07/2022,20:04,5,200400003
223,4298,"thử biết bao mặt nạ peptide, b5 thì vẫn quay về với e some by mi rau má thôi. Lành tính, thuần chay, dịu đỏ, dưỡng chất vừa đủ không bị nhễ nhại như những loại khác 10₫₫₫₫",11/3/2024,21:32,5,422205635
224,1157,Mặt nạ đắp ổn ôm khít mặt ko châm chích,10/8/2024,21:43,5,422212871
225,2460,"dùng thích cực luôn, mát và làm xẹp các nốt mụn sưng chỉ sau 1 đêm, da mình là da dầu dùng xg thì hạn chế đc tiết quá nhìu dầu. Rất tốt.",10/11/2019,19:55,5,422205162
226,2221,Tẩy trang ok. Da mình nhạy cảm mà dùng không bị kích ứng.,25/07/2023,16:55,5,211300005
227,581,"Đọc nhận xét thấy nhiều bạn chê nhưng mình thấy cũng tuỳ người hợp ko thôi, da mình trắng, da dầu nhẹ nên sài tệp vào da, thấm nhanh, hơi mùi nhưng khoảng 1 tiếng là kem tệp vào da hẳn, dùng mỗi kcn thôi mà ai cũng khen da xinh mặc dù da mình có thâm và 1 vài chỗ rỗ do mụn, nchung mình thấy e này 10₫ dùng k bị mụn mà còn sáng mịn da",27/11/2023,15:44,5,253900006
228,1594,mình xài bản pl mình xài 2 tuýp r có giảm mụn nhma chậm lắm mn ơi =)) còn giảm thâm thì hầu như là k cải thiện mấy,11/2/2023,18:12,4,327500002
229,1665,mùi k quá hắc . thoa lên da mát . mà mấy má ơi nó đều màu da lắm nha . phục hồi cũng ổn . khi bôi thấm nhanh . xong nó áp vào da như kiểu là thấm hết r nhưng sáng hôm sau ngủ dậy rửa mặt vẫn thấy nhờn nhờn chứng tỏ vẩn còn nhé . rất ok nchung là ổn,9/3/2022,12:23,5,318900005
230,3111,"sản phẩn sử dụng tốt, ko mùi hương liệu rất thich , chất kem đặc nhanh thẩm thấu , sau khi sử dụng sẽ thấy da căng mướt hơn",17/05/2021,20:15,5,204100013
231,695,Mình rất thích HASAKI và sản phẩm tẩy trang này,29/04/2023,18:46,5,200400004
232,2285,"Da mình nhạy cảm và mới nặn mụn dùng em xịt khoáng này rất ổn áp, mềm da. Sản phẩm đáng mua",21/07/2023,10:50,5,100150059
233,684,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,18:47,5,100230057
234,3876,Mình dùng kem dưỡng Natrue thấy da cấp ẩm tốt và đều màu mình đc bạn hsk tư vấn nên mua dùng thử thấy OK phết,25/01/2024,21:30,5,248700076
235,4114,Tẩy tế bào chết rất tốt và thơm,18/11/2023,17:04,5,422207812
236,1176,"mình da dầu mụn dùng thấy khá ổn không bị lên mụn thêm nhưng không thấy nâng tông,nhưng chống nắng có vẻ kém",22/08/2022,19:46,3,249500013
237,1051,"Không bí, không đổ dầu , dưỡng ẩm nhẹ đã vậy thoa lên như có lớp make up mỏng rất xịn",30/04/2021,17:40,5,248700035
238,722,Sản phẩm rất OK,14/04/2023,13:58,5,100230056
239,336,Tuyệt vời,25/04/2020,22:17,5,205100146
240,2662,"Đã mua nhiều lần ở đây nhưng lần này mua 4 bịch khui 2 bịch thì thấy bông quá tệ, dập ko kỹ bung bét bông tùm lum, lau tới đâu rụng bông tới đó. Còn 2 bịch chưa khui ko biết có bị giống z ko nữa ☹️☹️☹️",21/05/2022,10:07,1,243300007
241,3463,"Cá nhân mình thấy kcn này sd ok, da mình mẫn cảm thử nhiều loại r nhưng đến khi dc recommend dòng này thì mới thực sự ưng ý. Mua giá sale dc tặng mắt kính nữa quá tuyệt !!",23/05/2024,13:39,5,343100024
242,368,"Làm sạch sâu lớp trang điểm, nhẹ nhàng, k nhờn rít.",26/10/2018,19:15,5,422206648
243,257,"Giá rẻ hơn nơi các shop, giao hàng nhanh, bao bọc cẩn thận",8/8/2021,20:26,5,422200306
244,1188,"Giao nhanh, hsd xa, có quà tặng kèm",11/6/2022,10:51,5,249500013
245,4233,Sản phẩm này chất lượng tốt mình chỉ dùng 1 tháng là khỏi mụn. Trước đó mình bị mụn gân 10 năm uống nhiều thuốc mà ko khỏi. Cảm ơn some by mi.,26/08/2023,22:34,5,345800008
246,429,"Kcn lảoch thì không chê đc uoi, mình da dầu mụn xài ok lắm mn, k bị bít tắc hay có cảm giác nhờn gì đâu nha, xài mỗi loại này đc thôi còn xài cái khác là bị mụn",9/8/2024,8:10,5,422216416
247,286,Rất thíc,28/05/2021,8:13,5,205100146
248,158,,29/01/2023,19:14,5,205100146
249,1402,"mùi thơm, sáng dậy mặt ko bị dầu. Mới nặn mụn xong thoa lên hơi rát tí",5/4/2021,20:40,4,422220469
250,2349,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,12:01,5,422205160
251,1387,sài ok lắm nha mn mình da hỗn hợp thiên dầu ) ko bết rít j hết- chất thấm nhanh dưỡng ẩm tốt mềm mịn da ai hay tróc da ở mũi vào mùa đông dùng e này rất hợp ạ (giá hơi chát hơn kd dưỡng htmg nhug đỉnh ạ) mình sài từ hủ qua tới tuýt rồi đó ạ,28/12/2021,21:08,5,422209663
252,3666,"không phải mùi trà xanh nhưng tẩy tế bào chết tốt không kích ứng da nhưng hơi khô, loại bỏ mụn đầu đen cực tốt khỏi chê",5/9/2021,20:44,5,422206043
253,1219,"Da mình dễ nổi mụn mà nghe review em này cũng nhiều nên mình mua thử. Giá mềm, k bí da, k lên tông, mùi dễ chịu. Nói chung ok. Mình ngồi văn phòng nên dùng ngày có lần à. Xài đc 1,5 tháng rồi mà còn cũng gần nữa chai. Với lại mình chỉ dùng mặt thôi, cổ mình thoa kcn khác",1/11/2020,21:03,5,249500013
254,3323,"Dùng khá thích, có nâng tông da, thấm nhanh, mịn da",24/02/2022,23:46,5,223600034
255,3146,Tốt,8/8/2024,20:51,5,357100011
256,2289,,10/2/2021,16:08,5,308500015
257,1631,"Cấp ẩm và phục hồi rất tốt, texture đặc nhưng thấm rất nhanh, ẩm mịn, da mình treatment bị khô đỏ bong, sd em này sau 1 đêm đã dịu hẳn, sau 3-5 ngày là ok , ngủ dậy mặt vẫn minh ráo không đổ dầu vùng T. Rất good nha, mức giá cho chai serum 30ml của HQ thì khá cao nhưng bù lại chất lượng tốt, cũng ráng đeo đc",10/6/2023,11:30,5,422209094
258,2094,"xài đã lắm luôn , nhưng chỉ đắp được 5-10p thôi ! các bạn nhớ đọc hướng dẫn đừng đắp 15-20p giống mình nha",10/4/2021,23:33,5,308500037
259,1824,"Tẩy trang sạch bụi mịn ko bị khô căng,giảm đc tình trạng dầu thừa trên da.10₫",21/10/2024,15:54,5,204900010
260,2195,Không có tặng kèm bông tẩy trang,23/08/2022,7:32,4,249500021
261,788,"Mua lâu r mà giờ mới đánh giá, hàng của hasaki thì ko có gì phải chê, giá hời, chính hãng, luôn cho 5 sao.Về sp thì mình xin đánh giá thực tế sau khi sd như sau: -Giá hssv, phù hợp với mấy bạn túi tiền quá rủng rỉnh nhưng vẫn muốn skincare:)) -Siêu dịu nhẹ, lành tính nên mấy bạn da nhạy cảm, sợ bị kích ứng, mấy bạn mới tập tành skincare thì cứ vô tư nha.Mình da hỗn hợp nhạy cảm (đang trong độ tuổi dậy thì) xài ko chê vào đâu đc lun á:3 -Vì sp do quá lành tính, chú trọng đến sự an toàn của ngdung nên thành ra hiệu quả sd ko cao, vì thế mn phải kiên trì nha, mình xài đến chai th2 th3 gì đấy mới thấy hiệu quả nhưng với một mức giá bình dân như v thì mình cx ko mong muốn gì nhiều đâu, có xài là đc -Bạn này ko mùi, nhưng ngửi kỹ thì cx có nhưng ko nồng đâu mn, nhẹ nhẹ relax lắm, texture thì mình thề xài thik cực, kiểu nó lỏng như nc á, apply lên da cảm giác mát mát, thoáng da mặt nx TÓM LẠI là bạn này đúng kiểu ngon-bổ-rẻ luôn á (lười chụp nên hong có hình:((",26/06/2021,20:21,5,211300002
262,316,"mình đã dùng khá nhiều chai cho loại này không có gì để bàn cãi, giá rẻ, nên mua . 5 sao",3/11/2020,10:53,5,205100137
263,3324,Mình đã xài chai t2 rồi. nâng tone da. hù hợp với da dầu chân ái,23/02/2022,13:33,5,223600010
264,799,"dùng em này thích lắm, mùi ngọt ngọt dịu nhẹ, da dầu mụn như mình dùng đã nè, Hasaki hay sale nữa",19/12/2020,21:32,5,100230064
265,4154,Tạm được nhưng vẫn chưa hài lòng hoàn toàn.,12/1/2023,14:32,2,422205162
266,2795,"mặt nạ rẻ đẹp bền, dung dịch siêu nhiều, da ẩm mịn, căng bóng cực",28/12/2020,17:50,5,365000020
267,2377,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",29/04/2023,16:14,5,422205162
268,235,,7/12/2021,0:19,5,422211446
269,336,Sản phẩm sử dụng ok lắm luôn,28/02/2020,20:48,5,422211489
270,2514,"Bạn nào da khô xài em này cực kì thích, đi nắng về thoa 1 lớp làn da như được giải cứu á, thích hợp cho cả mặt và body luôn",1/3/2023,2:10,5,248700062
271,1633,tẩy da chết này mình thấy cũng tạm ổn. thoa matxa sẽ ra gét. rửa mặt xong da trông sáng da và căng ra lúc đó thôi nha.,10/12/2021,23:47,5,245500002
272,396,tới thời điểm hiện tại là ưng được em mặt nạ này nhất đấy. Da tui thuộc da thường.,15/04/2024,21:53,5,422218099
273,1296,"cấp ẩm oke mà mờ thâm hơi lâu nhưng lành tính ko châm chích mà bôi vết mụn hở hơi rát , mn tránh vết thương nhé, nói chung là oke đáng mua",13/07/2023,13:02,5,422211878
274,2397,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ.",27/04/2023,16:32,5,308500009
275,809,Ko gây kích ứng da mặt,11/8/2020,16:41,5,200400004
276,333,So với tầm giá 100k thì chai này phải cho 5 sao. Dùng chai hồng có cấp ẩm dù ghi cho da khô nhưng da dầu mụn như mình xài vẫn được có hoa hồng nhiều nên da mịn hẳn ra sạch nữa mình dùng xong rồi kem trị mụn có hiệu quả hơn mấy cái mụn cũng lặn đi chắc do da sạch thông thoáng nên dễ thấm kem nhưng mà da của ai dầu nhiều quá thì dùng loại xanh đậm nhé còn mình do giảm dầu nhiều rồi nên dùng loại hồng này.,26/06/2020,19:36,5,422211447
